xid,name,rate,osm,wikidata,kinds,longitude,latitude,country
N2338889793,Khachatur Abovyan,7.0,node/2338889793,Q16364608,"biographical_museums,cultural,museums,interesting_places",44.5346,40.2175,Armenia
N2338889835,Church of the Intercession of the Holy Mother of God,7.0,node/2338889835,Q4500857,"religion,churches,interesting_places,eastern_orthodox_churches",44.5454,40.2241,Armenia
N2343353524,Iglesia San Francisco,7.0,node/2343353524,Q5910173,"religion,other_temples,interesting_places",-71.2499,-29.9046,Chile
N2344127990,Aomori Prefectural Museum,7.0,node/2344127990,Q11662265,"cultural,museums,interesting_places,history_museums,local_museums",140.749,40.8273,Japón
N2344550558,Pelourinho de Arcos de Valdevez,7.0,node/2344550558,Q10348059,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-8.41813,41.8463,Portugal
N2344764659,Schloss Trachselwald,7.0,node/2344764659,Q547064,"fortifications,historic,interesting_places,castles",7.74186,47.0175,Alemania
N2345461072,Tour MXV,7.0,node/2345461072,Q13517554,"fortifications,defensive_walls,historic,interesting_places,castles",6.56426,47.8415,France
N2346025282,Schloss Spittel,7.0,node/2346025282,Q2243568,"fortifications,historic,interesting_places,castles",7.76278,47.0321,Alemania
N2354591983,Castle of Monção,7.0,node/2354591983,Q5049797,"fortifications,historic,interesting_places,castles",-8.48527,42.0791,Portugal
N2354952630,Stonington Opera House,7.0,node/2354952630,Q21188837,"cultural,cinemas,theatres_and_entertainments,interesting_places",-68.6663,44.1559,United States
N2359629110,Café de García,7.0,node/2359629110,Q5739192,"architecture,historic_architecture,interesting_places,restaurants,cafes,foods,tourist_facilities,other_buildings_and_structures",-58.5107,-34.6064,Argentina
N2360422021,Château du Girsberg,7.0,node/2360422021,Q1011967,"architecture,historic_architecture,fortifications,historic,interesting_places,destroyed_objects,castles",7.30718,48.2034,France
N2360583738,Igreja de Ganfei,7.0,node/2360583738,Q10300931,"religion,churches,interesting_places,other_churches",-8.62225,42.0398,Portugal
N2361147704,Pico Bolívar,3.0,node/2361147704,Q213704,"mountain_peaks,geological_formations,natural,interesting_places",-71.0484,8.54112,Venezuela
N2364574311,Klamm,7.0,node/2364574311,Q1012675,"fortifications,historic,historical_places,interesting_places,castles,historic_settlements",10.949,47.2982,Austria
N2365548792,Markovščina,7.0,node/2365548792,Q556907,"historic,historical_places,interesting_places,historic_settlements",14.0347,45.5609,Eslovenia
N2365789370,Manoir de Cantepie,7.0,node/2365789370,Q20971115,"architecture,historic_architecture,fortifications,historic,interesting_places,manor_houses,castles",-1.162,49.3071,France
N236866489,Balduinstein,7.0,node/236866489,Q800443,"railway_stations,industrial_facilities,interesting_places",7.9677,50.3473,Alemania
N237445803,Ayutthaya,7.0,node/237445803,Q3648131,"railway_stations,industrial_facilities,interesting_places",100.583,14.3567,Tailandia
N2379989359,Shaori fortress-1,7.0,node/2379989359,Q16377805,"megaliths,historic,monuments_and_memorials,archaeology,interesting_places,monuments",43.7457,41.4852,Geogia
N2380541968,Dolenja vas,7.0,node/2380541968,Q681921,"historic,historical_places,interesting_places,historic_settlements",14.0108,45.7321,Eslovenia
N2383634730,Mill of Benholm,7.0,node/2383634730,Q4887870,"industrial_facilities,mills,cultural,museums,interesting_places,other_museums",-2.31826,56.8128,United Kingdom
N2386582851,Iglesia Guacarhue,7.0,node/2386582851,Q16577531,"religion,other_temples,interesting_places",-71.0159,-34.3535,Chile
N2388181632,Monumento a la Raza,3.0,node/2388181632,Q105028328,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",-75.5734,6.24439,Colombia
N2393046891,Synagogue de Libourne,7.0,node/2393046891,Q22975865,"religion,synagogues,interesting_places",-0.244811,44.9125,France
N2395671074,Molino Lavagna,7.0,node/2395671074,Q18416759,"architecture,historic_architecture,interesting_places,destroyed_objects",-54.9354,-34.7918,Uruguay
N2396423056,Shantiniketan,7.0,node/2396423056,Q1026431,"historic,historical_places,interesting_places,historic_settlements",87.688,23.6827,India
N2396618135,Autodromo Nazionale di Monza,7.0,node/2396618135,Q171417,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",9.28264,45.6191,Italia
N2397989658,Ateneo de Caracas,7.0,node/2397989658,Q5037563,"cultural,museums,theatres_and_entertainments,interesting_places,other_museums,other_theatres",-66.8982,10.5,Venezuela
N240024051,Bossonnens,7.0,node/240024051,Q2968608,"architecture,historic_architecture,fortifications,historic,historical_places,archaeology,interesting_places,destroyed_objects,castles,other_archaeological_sites,historic_settlements",6.84952,46.5217,Alemania
N240024487,Erschmatt,7.0,node/240024487,Q68667,"historic,historical_places,interesting_places,historic_settlements",7.69235,46.3218,Alemania
N240028366,Corsier,7.0,node/240028366,Q57110,"historic,historical_places,interesting_places,historic_settlements",6.84369,46.4706,Alemania
N240037593,Wölflinswil,7.0,node/240037593,Q66442,"historic,historical_places,interesting_places,historic_settlements",7.99765,47.4608,Alemania
N240044121,Unterseen,7.0,node/240044121,Q67097,"historic,historical_places,interesting_places,historic_settlements",7.84964,46.6872,Alemania
N240047004,Biberstein,7.0,node/240047004,Q64491,"historic,historical_places,interesting_places,historic_settlements",8.08212,47.4141,Alemania
N240047562,Lens,7.0,node/240047562,Q70361,"historic,historical_places,interesting_places,historic_settlements",7.44616,46.2799,Alemania
N240050550,Reischen,7.0,node/240050550,Q27955065,"historic,historical_places,interesting_places,historic_settlements",9.45091,46.6404,Alemania
N240051079,Laubendorf,7.0,node/240051079,Q1727591,"religion,historic,churches,historical_places,interesting_places,historic_settlements,other_churches",13.5613,46.8203,Austria
N240073489,Bever,7.0,node/240073489,Q69121,"historic,historical_places,interesting_places,historic_settlements",9.88906,46.5518,Alemania
N240081060,Muzzano,7.0,node/240081060,Q68796,"historic,historical_places,interesting_places,historic_settlements",8.92281,45.9978,Alemania
N240083724,Concise,7.0,node/240083724,Q57096,"historic,historical_places,interesting_places,historic_settlements",6.72052,46.8511,Alemania
N240102168,Curio,7.0,node/240102168,Q70747,"historic,historical_places,interesting_places,historic_settlements",8.86311,46.002,Alemania
N240103400,Ursberg,7.0,node/240103400,Q315373,"religion,historic,historical_places,monasteries,interesting_places,historic_settlements",10.4446,48.2651,Alemania
N240105500,Haimburg,7.0,node/240105500,Q874716,"architecture,historic_architecture,fortifications,historic,historical_places,interesting_places,destroyed_objects,castles,historic_settlements",14.6701,46.6943,Austria
N240109057,Kippel,7.0,node/240109057,Q67691,"historic,historical_places,interesting_places,historic_settlements",7.77172,46.3992,Alemania
N240113091,Bangerten,7.0,node/240113091,Q67445,"historic,historical_places,interesting_places,historic_settlements",7.44888,47.0558,Alemania
N240113937,Lengnau AG,7.0,node/240113937,Q69429,"historic,historical_places,interesting_places,historic_settlements",8.33014,47.5211,Alemania
N240129242,Cressier NE,7.0,node/240129242,Q70139,"historic,historical_places,interesting_places,historic_settlements",7.03574,47.0508,Alemania
N2401362532,Men-ar-Rompet gallery grave,7.0,node/2401362532,Q15057741,"megaliths,historic,dolmens,monuments_and_memorials,archaeology,burial_places,interesting_places,monuments",-3.1801,48.8431,France
N2402943740,Wellenau,7.0,node/2402943740,Q56188951,"historic,historical_places,interesting_places,historic_settlements",8.90612,47.3653,Alemania
N2403303653,Museo Regional de Magallanes,7.0,node/2403303653,Q6033717,"cultural,museums,interesting_places,other_museums",-70.9061,-53.1621,Chile
N2405699590,Josiah Day House Museum,7.0,node/2405699590,Q6290462,"cultural,museums,interesting_places,other_museums",-72.6183,42.107,United States
N2406096893,El Cisne,3.0,node/2406096893,Q16489554,"religion,churches,cultural,museums,interesting_places,other_museums,catholic_churches",-79.4264,-3.85117,Ecuador
N2406098404,BT-2305,1.0,node/2406098404,-1,"mountain_peaks,geological_formations,natural,interesting_places",-82.717,8.95045,Panamá
N2406098442,CH-1231,1.0,node/2406098442,-1,"mountain_peaks,geological_formations,natural,interesting_places",-82.1778,8.76592,Panamá
N2406098464,CH-2285,1.0,node/2406098464,-1,"mountain_peaks,geological_formations,natural,interesting_places",-82.5033,8.86819,Panamá
N2406098468,CH-2508,1.0,node/2406098468,-1,"mountain_peaks,geological_formations,natural,interesting_places",-82.696,8.89723,Panamá
N2406098469,CH-2582,1.0,node/2406098469,-1,"mountain_peaks,geological_formations,natural,interesting_places",-82.5409,8.84038,Panamá
N2406098481,Cerro Azul,2.0,node/2406098481,Q34839571,"mountain_peaks,geological_formations,natural,interesting_places",-82.3809,8.79891,Panamá
N2406098492,Cerro Catalina,2.0,node/2406098492,Q31734181,"mountain_peaks,geological_formations,natural,interesting_places",-82.6628,8.85701,Panamá
N2406098498,Cerro Chorcha,2.0,node/2406098498,Q34890316,"mountain_peaks,geological_formations,natural,interesting_places",-82.1236,8.63931,Panamá
N2406098500,Cerro Colico,2.0,node/2406098500,Q34896577,"mountain_peaks,geological_formations,natural,interesting_places",-82.4776,9.23692,Panamá
N2406098514,Cerro Echandi,2.0,node/2406098514,Q5064908,"mountain_peaks,geological_formations,natural,interesting_places",-82.8196,9.03124,Panamá
N2406098518,Cerro Fabrega,2.0,node/2406098518,Q2840222,"mountain_peaks,geological_formations,natural,interesting_places",-82.8744,9.11621,Panamá
N2406098519,Cerro Fortuna,2.0,node/2406098519,Q31733270,"mountain_peaks,geological_formations,natural,interesting_places",-82.2611,8.73653,Panamá
N2406098526,Cerro Horqueta,2.0,node/2406098526,Q31732859,"mountain_peaks,geological_formations,natural,interesting_places",-82.4456,8.82651,Panamá
N2406098527,Cerro Itamut,2.0,node/2406098527,Q6409323,"mountain_peaks,geological_formations,natural,interesting_places",-82.8785,9.09682,Panamá
N2406098530,Cerro La Estrella,2.0,node/2406098530,Q31732637,"mountain_peaks,geological_formations,natural,interesting_places",-82.3848,8.78407,Panamá
N2406098531,Cerro La Guianera,1.0,node/2406098531,-1,"mountain_peaks,geological_formations,natural,interesting_places",-82.2321,8.64633,Panamá
N2406098533,Cerro La Mina,2.0,node/2406098533,Q34848639,"mountain_peaks,geological_formations,natural,interesting_places",-82.2233,8.85738,Panamá
N2406098535,Cerro La Piedra de Lino,1.0,node/2406098535,-1,"mountain_peaks,geological_formations,natural,interesting_places",-82.4433,8.80542,Panamá
N2406098553,Cerro Palo Alto,2.0,node/2406098553,Q31731713,"mountain_peaks,geological_formations,natural,interesting_places",-82.4098,8.79591,Panamá
N2406098554,Cerro Tisingal,1.0,node/2406098554,-1,"mountain_peaks,geological_formations,natural,interesting_places",-82.6727,8.81694,Panamá
N2406098555,Cerro Palo Santo,1.0,node/2406098555,-1,"mountain_peaks,geological_formations,natural,interesting_places",-82.6925,8.82119,Panamá
N2406098559,Cerro Pelon,2.0,node/2406098559,Q34855065,"mountain_peaks,geological_formations,natural,interesting_places",-82.6578,8.88469,Panamá
N2406098560,Cerro Pelota,2.0,node/2406098560,Q31731552,"mountain_peaks,geological_formations,natural,interesting_places",-82.717,8.89449,Panamá
N2406098563,Cerro Pianista,2.0,node/2406098563,Q31731439,"mountain_peaks,geological_formations,natural,interesting_places",-82.4307,8.81602,Panamá
N2406098564,Cerro Picacho,2.0,node/2406098564,Q31731405,"mountain_peaks,geological_formations,natural,interesting_places",-82.6382,8.8955,Panamá
N2406098567,Cerro Pinola,2.0,node/2406098567,Q31731341,"mountain_peaks,geological_formations,natural,interesting_places",-82.2635,8.75376,Panamá
N2406098568,Cerro Pon la Olla,2.0,node/2406098568,Q31731303,"mountain_peaks,geological_formations,natural,interesting_places",-82.6329,8.80981,Panamá
N2406098570,Cerro Potrero de Piedra,2.0,node/2406098570,Q31731284,"mountain_peaks,geological_formations,natural,interesting_places",-82.6412,8.80588,Panamá
N2406098575,Cerro Punta de Peña,2.0,node/2406098575,Q34858811,"mountain_peaks,geological_formations,natural,interesting_places",-82.1606,8.90539,Panamá
N2406098576,Cerro Punta,2.0,node/2406098576,Q34858769,"mountain_peaks,geological_formations,natural,interesting_places",-82.5854,8.88006,Panamá
N2406098577,Cerro Respingo,2.0,node/2406098577,Q31731181,"mountain_peaks,geological_formations,natural,interesting_places",-82.5324,8.85938,Panamá
N2406098588,Cerro Silla de Pando,2.0,node/2406098588,Q31731673,"mountain_peaks,geological_formations,natural,interesting_places",-82.6825,8.83534,Panamá
N2406098596,Cerro Timiyic,1.0,node/2406098596,-1,"mountain_peaks,geological_formations,natural,interesting_places",-82.7258,9.41106,Panamá
N2406098598,Cerro Totuma,2.0,node/2406098598,Q31730751,"mountain_peaks,geological_formations,natural,interesting_places",-82.6774,8.89688,Panamá
N2406098602,Fila de Colorado,1.0,node/2406098602,-1,"mountain_peaks,geological_formations,natural,interesting_places",-82.708,8.86448,Panamá
N2406098628,NB-425,1.0,node/2406098628,-1,"mountain_peaks,geological_formations,natural,interesting_places",-82.0103,8.71935,Panamá
N2406098630,NB-505,1.0,node/2406098630,-1,"mountain_peaks,geological_formations,natural,interesting_places",-82.2392,8.84486,Panamá
N2406098633,NB-527,1.0,node/2406098633,-1,"mountain_peaks,geological_formations,natural,interesting_places",-82.0386,8.71551,Panamá
N2406441455,Rina Lasnier,7.0,node/2406441455,Q3432144,"historic,monuments_and_memorials,interesting_places,monuments",-73.2506,45.3074,Canada
N2407718316,Cerro Aguacate,2.0,node/2407718316,Q34837841,"mountain_peaks,geological_formations,natural,interesting_places",-82.601,8.79732,Panamá
N2408001845,Raja Rani Temple,7.0,node/2408001845,Q6507638,"religion,hindu_temples,interesting_places",85.8436,20.2434,India
N2408980214,Sant Antoni Abad,7.0,node/2408980214,Q21530469,"religion,churches,interesting_places,other_churches",0.35311,41.1807,España
N2413630239,Ruine Neuwolfstein,7.0,node/2413630239,Q1013247,"fortifications,historic,interesting_places,castles",7.60406,49.5858,Alemania
N2414407156,Schlass,7.0,node/2414407156,Q4807794,"fortifications,historic,interesting_places,castles",6.22313,49.5248,Luxemburgo
N2415410946,Abra Solar,7.0,node/2415410946,Q42902802,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",-66.8872,10.4977,Venezuela
